WorkerId,Input.location,Input.location_description,Input.location_type,Input.wrong_location,Input.location_link,Answer.Q1Answer,Answer.Q2Answer,Answer.Q3Answer,Answer.Q4CorrectLink,Answer.Q5ControlAnswer,Answer.Q6Quality,Answer.Q7ImprovedDescription
A3OVSEUHIW0VVO,"Statue of Liberty, New York City, New York",It is a sign of American freedom.,museum,Italy,https://www.google.com/maps/dir//statue+of+liberty+location/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c25090129c363d:0x40c6a5770d25022b?sa=X&ved=2ahUKEwjeppuh0a_wAhVJQBoKHX1MA4IQ9RcwAHoECAgQBA&hl=en,No_Label,historical,Yes_Link,https://www.google.com/maps/dir//statue+of+liberty+location/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c25090129c363d:0x40c6a5770d25022b?sa=X&ved=2ahUKEwjeppuh0a_wAhVJQBoKHX1MA4IQ9RcwAHoECAgQBA&hl=en,No_NegControl,Bad_Quality,The Statue of Liberty represents freedom.
A1NSS58MHS3QXY,"Statue of Liberty, New York City, New York",It is a sign of American freedom.,museum,Italy,https://www.google.com/maps/dir//statue+of+liberty+location/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c25090129c363d:0x40c6a5770d25022b?sa=X&ved=2ahUKEwjeppuh0a_wAhVJQBoKHX1MA4IQ9RcwAHoECAgQBA&hl=en,Yes_Label,cultural,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A3URNBFD6DKGTS,"Brooklyn Museum, New York City, New York","One of the coolest museums in NYC . Great exhibits,  not too crowded,  staff is amazing.",museum,Spain,"https://www.google.com/maps/dir/40.6719662,-73.9643196/brooklyn+kaws+museum/@40.6713152,-74.0336708,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x89c25b0a449c39c9:0xc62355aa46c985fa!2m2!1d-73.9636306!2d40.6712062",Yes_Label,museum,Yes_Link,,No_NegControl,Good_Quality,It’s a great museum for fashion!
A10GQMWX97XL8B,"Brooklyn Museum, New York City, New York","One of the coolest museums in NYC . Great exhibits,  not too crowded,  staff is amazing.",museum,Spain,"https://www.google.com/maps/dir/40.6719662,-73.9643196/brooklyn+kaws+museum/@40.6713152,-74.0336708,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x89c25b0a449c39c9:0xc62355aa46c985fa!2m2!1d-73.9636306!2d40.6712062",Yes_Label,museum,No_Link,n/a,Yes_NegControl,Average_Quality,n/a
A2HSX08DWDYJU7,"Brooklyn Museum, New York City, New York","One of the coolest museums in NYC . Great exhibits,  not too crowded,  staff is amazing.",museum,Spain,"https://www.google.com/maps/dir/40.6719662,-73.9643196/brooklyn+kaws+museum/@40.6713152,-74.0336708,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x89c25b0a449c39c9:0xc62355aa46c985fa!2m2!1d-73.9636306!2d40.6712062",Yes_Label,museum,Yes_Link,"https://www.google.com/maps/dir/40.6719662,-73.9643196/brooklyn+kaws+museum/@40.6713152,-74.0336708,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x89c25b0a449c39c9:0xc62355aa46c985fa!2m2!1d-73.9636306!2d40.6712062",No_NegControl,Average_Quality,
A1NSS58MHS3QXY,"Brooklyn Museum, New York City, New York","One of the coolest museums in NYC . Great exhibits,  not too crowded,  staff is amazing.",museum,Spain,"https://www.google.com/maps/dir/40.6719662,-73.9643196/brooklyn+kaws+museum/@40.6713152,-74.0336708,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x89c25b0a449c39c9:0xc62355aa46c985fa!2m2!1d-73.9636306!2d40.6712062",Yes_Label,museum,Yes_Link,N/A,Yes_NegControl,Average_Quality,N/A
A3J5K2E5RS1P2P,"Frank Restaurant, New York City, New York",Is the perfect place if you are looking for fresh made pasta and great wine.,food place,India,"https://www.google.com/maps/place/Frank/@40.7268777,-73.9886954,15z/data=!4m5!3m4!1s0x0:0x8ddeaf2ddf9120a0!8m2!3d40.7268777!4d-73.9886954",Yes_Label,natural,Yes_Link,N/A,Maybe_NegControl,Bad_Quality,N/A
AG84LFU7TMBF1,"Frank Restaurant, New York City, New York",Is the perfect place if you are looking for fresh made pasta and great wine.,food place,India,"https://www.google.com/maps/place/Frank/@40.7268777,-73.9886954,15z/data=!4m5!3m4!1s0x0:0x8ddeaf2ddf9120a0!8m2!3d40.7268777!4d-73.9886954",Yes_Label,food,Yes_Link,The Google Maps link above is correct.,No_NegControl,Good_Quality,It is the perfect place for fresh made pasta and great wine.
A1VFPPJT8R84LO,"Frank Restaurant, New York City, New York",Is the perfect place if you are looking for fresh made pasta and great wine.,food place,India,"https://www.google.com/maps/place/Frank/@40.7268777,-73.9886954,15z/data=!4m5!3m4!1s0x0:0x8ddeaf2ddf9120a0!8m2!3d40.7268777!4d-73.9886954",Yes_Label,natural,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A1V89SCDXE6XQC,"Frank Restaurant, New York City, New York",Is the perfect place if you are looking for fresh made pasta and great wine.,food place,India,"https://www.google.com/maps/place/Frank/@40.7268777,-73.9886954,15z/data=!4m5!3m4!1s0x0:0x8ddeaf2ddf9120a0!8m2!3d40.7268777!4d-73.9886954",Yes_Label,food,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A1NSS58MHS3QXY,"Frank Restaurant, New York City, New York",Is the perfect place if you are looking for fresh made pasta and great wine.,food place,India,"https://www.google.com/maps/place/Frank/@40.7268777,-73.9886954,15z/data=!4m5!3m4!1s0x0:0x8ddeaf2ddf9120a0!8m2!3d40.7268777!4d-73.9886954",Yes_Label,food,Yes_Link,N/A,Yes_NegControl,Average_Quality,N/A
A35E8LAQ1R6I9X,"Please Don't Tell Secret Bar, New York City, New York",It's a great place for a friendly gathering. I used to go this place with my collogues and friends.,food place,Egypt,"https://www.google.com/maps/place/Please+Don't+Tell/@40.7271371,-73.9837411,15z/data=!4m2!3m1!1s0x0:0x9d16a571af581047?sa=X&ved=2ahUKEwjJ3Y_UhbDwAhXysDEKHdVJDn8Q_BIwFHoECB4QBQ",Yes_Label,food,Yes_Link,N/A,No_NegControl,Bad_Quality,It's a great place for a friendly gathering. I used to go this place with my colleagues and friends.
A30US88GBGBG0V,"Please Don't Tell Secret Bar, New York City, New York",It's a great place for a friendly gathering. I used to go this place with my collogues and friends.,food place,Egypt,"https://www.google.com/maps/place/Please+Don't+Tell/@40.7271371,-73.9837411,15z/data=!4m2!3m1!1s0x0:0x9d16a571af581047?sa=X&ved=2ahUKEwjJ3Y_UhbDwAhXysDEKHdVJDn8Q_BIwFHoECB4QBQ",Yes_Label,food,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A1V89SCDXE6XQC,"Please Don't Tell Secret Bar, New York City, New York",It's a great place for a friendly gathering. I used to go this place with my collogues and friends.,food place,Egypt,"https://www.google.com/maps/place/Please+Don't+Tell/@40.7271371,-73.9837411,15z/data=!4m2!3m1!1s0x0:0x9d16a571af581047?sa=X&ved=2ahUKEwjJ3Y_UhbDwAhXysDEKHdVJDn8Q_BIwFHoECB4QBQ",Yes_Label,food,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A1HE639PDTJKS7,"Alba's Pizza, New York City, New York","Because this place has nice customer service that listens attentively. They also have a lot of value for less i.e. has the same price as Domino's Pizza but tastes better, has a bigger portion, is made and served in a cleaner way, and just overall looks better.",food place,Indonesia,"https://www.google.com/maps/place/Alba's/@40.7093092,-73.8188174,15z/data=!4m5!3m4!1s0x0:0xba8e4a6471f3234c!8m2!3d40.7093092!4d-73.8188174",Yes_Label,food,Yes_Link,the link is correct,No_NegControl,Average_Quality,The description is of good quality.
A35E8LAQ1R6I9X,"Alba's Pizza, New York City, New York","Because this place has nice customer service that listens attentively. They also have a lot of value for less i.e. has the same price as Domino's Pizza but tastes better, has a bigger portion, is made and served in a cleaner way, and just overall looks better.",food place,Indonesia,"https://www.google.com/maps/place/Alba's/@40.7093092,-73.8188174,15z/data=!4m5!3m4!1s0x0:0xba8e4a6471f3234c!8m2!3d40.7093092!4d-73.8188174",Yes_Label,food,Yes_Link,N/A,No_NegControl,Good_Quality,N/A
A3J5K2E5RS1P2P,"Alba's Pizza, New York City, New York","Because this place has nice customer service that listens attentively. They also have a lot of value for less i.e. has the same price as Domino's Pizza but tastes better, has a bigger portion, is made and served in a cleaner way, and just overall looks better.",food place,Indonesia,"https://www.google.com/maps/place/Alba's/@40.7093092,-73.8188174,15z/data=!4m5!3m4!1s0x0:0xba8e4a6471f3234c!8m2!3d40.7093092!4d-73.8188174",No_Label,natural,Yes_Link,N/A,Maybe_NegControl,Average_Quality,N/A
A30US88GBGBG0V,"Alba's Pizza, New York City, New York","Because this place has nice customer service that listens attentively. They also have a lot of value for less i.e. has the same price as Domino's Pizza but tastes better, has a bigger portion, is made and served in a cleaner way, and just overall looks better.",food place,Indonesia,"https://www.google.com/maps/place/Alba's/@40.7093092,-73.8188174,15z/data=!4m5!3m4!1s0x0:0xba8e4a6471f3234c!8m2!3d40.7093092!4d-73.8188174",Yes_Label,food,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A35E8LAQ1R6I9X,"Miniature Graceland, Roanoke, Virginia, New York","It's a place where everythiing was associated with Elvis Presley, but the person who bulit this small world of a famous singer, has passed away so it's not at it's best condition, last when we visited. It used to be hidden gem now it just an abandoned place.",food place,Bhutan,https://www.roadsideamerica.com/story/2232,No_Label,museum,Yes_Link,N/A,No_NegControl,Bad_Quality,N/A
A30US88GBGBG0V,"Miniature Graceland, Roanoke, Virginia, New York","It's a place where everythiing was associated with Elvis Presley, but the person who bulit this small world of a famous singer, has passed away so it's not at it's best condition, last when we visited. It used to be hidden gem now it just an abandoned place.",food place,Bhutan,https://www.roadsideamerica.com/story/2232,No_Label,cultural,No_Link,N/A,No_NegControl,Good_Quality,N/A
A3J5K2E5RS1P2P,"Miniature Graceland, Roanoke, Virginia, New York","It's a place where everythiing was associated with Elvis Presley, but the person who bulit this small world of a famous singer, has passed away so it's not at it's best condition, last when we visited. It used to be hidden gem now it just an abandoned place.",food place,Bhutan,https://www.roadsideamerica.com/story/2232,Yes_Label,natural,No_Link,N/A,Maybe_NegControl,Average_Quality,N/A
A1HE639PDTJKS7,"Miniature Graceland, Roanoke, Virginia, New York","It's a place where everythiing was associated with Elvis Presley, but the person who bulit this small world of a famous singer, has passed away so it's not at it's best condition, last when we visited. It used to be hidden gem now it just an abandoned place.",food place,Bhutan,https://www.roadsideamerica.com/story/2232,No_Label,museum,No_Link,N/A,No_NegControl,Bad_Quality,Its a place that is associated with Elvis Presley the famous singer who passed away.   The place is a hidden gem but it is not in the best condition.
A3J5K2E5RS1P2P,"Irish Famine Memorial, New York City, New York",I would recommend this hidden gem because it is a unique piece of Irish heritage. It is interesting to be able to stand on a piece of Ireland soil while in New York and looking at New Jersey.,food place,Myanmar,https://www.google.com/maps?q=irish+famine+memorial&iflsig=AINFCbYAAAAAYJHg856glaPLQhwOcmNbB3kDCz-Jeea4&gs_lcp=Cgdnd3Mtd2l6EAMyCwguEMcBEK8BEJMCMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BMgIIADICCAAyCAguEMcBEK8BMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BOggIABCxAxCDAToLCC4QsQMQxwEQowI6BQgAELEDOggILhCxAxCDAToOCC4QsQMQxwEQowIQkwI6BQguELEDOgIILjoOCC4QsQMQxwEQrwEQkwI6CgguEMcBEKMCEAo6BAguEAo6BAgAEAo6BwguELEDEAo6BwgAELEDEAo6CgguEMcBEK8BEAo6BQgAEMkDOgUIABCSA1C0DVjbN2CVOmgFcAB4AIABhAGIAegSkgEFMTUuMTCYAQCgAQGqAQdnd3Mtd2l6sAEA&uact=5&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjbr5TFkbHwAhUETd8KHRt5B4IQ_AUoAnoECAEQBA,Yes_Label,other,No_Link,N/A,Maybe_NegControl,Good_Quality,N/A
A35E8LAQ1R6I9X,"Irish Famine Memorial, New York City, New York",I would recommend this hidden gem because it is a unique piece of Irish heritage. It is interesting to be able to stand on a piece of Ireland soil while in New York and looking at New Jersey.,food place,Myanmar,https://www.google.com/maps?q=irish+famine+memorial&iflsig=AINFCbYAAAAAYJHg856glaPLQhwOcmNbB3kDCz-Jeea4&gs_lcp=Cgdnd3Mtd2l6EAMyCwguEMcBEK8BEJMCMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BMgIIADICCAAyCAguEMcBEK8BMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BOggIABCxAxCDAToLCC4QsQMQxwEQowI6BQgAELEDOggILhCxAxCDAToOCC4QsQMQxwEQowIQkwI6BQguELEDOgIILjoOCC4QsQMQxwEQrwEQkwI6CgguEMcBEKMCEAo6BAguEAo6BAgAEAo6BwguELEDEAo6BwgAELEDEAo6CgguEMcBEK8BEAo6BQgAEMkDOgUIABCSA1C0DVjbN2CVOmgFcAB4AIABhAGIAegSkgEFMTUuMTCYAQCgAQGqAQdnd3Mtd2l6sAEA&uact=5&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjbr5TFkbHwAhUETd8KHRt5B4IQ_AUoAnoECAEQBA,No_Label,cultural,No_Link,"https://www.google.com/maps/place/Irish+Hunger+Memorial/@41.5144101,-74.7806288,7z/data=!4m9!1m2!2m1!1sirish+famine+memorial!3m5!1s0x89c25a1b614248d7:0xe1767aa689e3ef05!8m2!3d40.7150615!4d-74.0163681!15sChVpcmlzaCBmYW1pbmUgbWVtb3JpYWxaLgoVaXJpc2ggZmFtaW5lIG1lbW9yaWFsIhVpcmlzaCBmYW1pbmUgbWVtb3JpYWySAQ1tZW1vcmlhbF9wYXJr",No_NegControl,Good_Quality,N/A
A1HE639PDTJKS7,"Irish Famine Memorial, New York City, New York",I would recommend this hidden gem because it is a unique piece of Irish heritage. It is interesting to be able to stand on a piece of Ireland soil while in New York and looking at New Jersey.,food place,Myanmar,https://www.google.com/maps?q=irish+famine+memorial&iflsig=AINFCbYAAAAAYJHg856glaPLQhwOcmNbB3kDCz-Jeea4&gs_lcp=Cgdnd3Mtd2l6EAMyCwguEMcBEK8BEJMCMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BMgIIADICCAAyCAguEMcBEK8BMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BOggIABCxAxCDAToLCC4QsQMQxwEQowI6BQgAELEDOggILhCxAxCDAToOCC4QsQMQxwEQowIQkwI6BQguELEDOgIILjoOCC4QsQMQxwEQrwEQkwI6CgguEMcBEKMCEAo6BAguEAo6BAgAEAo6BwguELEDEAo6BwgAELEDEAo6CgguEMcBEK8BEAo6BQgAEMkDOgUIABCSA1C0DVjbN2CVOmgFcAB4AIABhAGIAegSkgEFMTUuMTCYAQCgAQGqAQdnd3Mtd2l6sAEA&uact=5&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjbr5TFkbHwAhUETd8KHRt5B4IQ_AUoAnoECAEQBA,No_Label,cultural,No_Link,"https://www.google.com/maps/place/Irish+Hunger+Memorial/@40.7150655,-74.0185568,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25a1b614248d7:0xe1767aa689e3ef05!8m2!3d40.7150615!4d-74.0163681",No_NegControl,Average_Quality,It is a good quality description.
A2PAQJ1JLCPW80,"Irish Famine Memorial, New York City, New York",I would recommend this hidden gem because it is a unique piece of Irish heritage. It is interesting to be able to stand on a piece of Ireland soil while in New York and looking at New Jersey.,food place,Myanmar,https://www.google.com/maps?q=irish+famine+memorial&iflsig=AINFCbYAAAAAYJHg856glaPLQhwOcmNbB3kDCz-Jeea4&gs_lcp=Cgdnd3Mtd2l6EAMyCwguEMcBEK8BEJMCMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BMgIIADICCAAyCAguEMcBEK8BMggILhDHARCvATIICC4QxwEQrwEyCAguEMcBEK8BOggIABCxAxCDAToLCC4QsQMQxwEQowI6BQgAELEDOggILhCxAxCDAToOCC4QsQMQxwEQowIQkwI6BQguELEDOgIILjoOCC4QsQMQxwEQrwEQkwI6CgguEMcBEKMCEAo6BAguEAo6BAgAEAo6BwguELEDEAo6BwgAELEDEAo6CgguEMcBEK8BEAo6BQgAEMkDOgUIABCSA1C0DVjbN2CVOmgFcAB4AIABhAGIAegSkgEFMTUuMTCYAQCgAQGqAQdnd3Mtd2l6sAEA&uact=5&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjbr5TFkbHwAhUETd8KHRt5B4IQ_AUoAnoECAEQBA,No_Label,cultural,Yes_Link,This link leads to the correct location.,No_NegControl,Good_Quality,It is good quality.
A3J5K2E5RS1P2P,"Vander Ende Onderdonk House, Brooklyn, New York",It's very affordable and you can hang out there all day.,historical landmark,Australia,"https://www.google.com/maps/place/Vander+Ende%E2%80%93Onderdonk+House/@40.710917,-73.9222206,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25ea6977c6523:0x3f33328d99f8588c!8m2!3d40.7108368!4d-73.9201149",No_Label,waterfront,No_Link,N/A,No_NegControl,Average_Quality,N/A
A1VFPPJT8R84LO,"Vander Ende Onderdonk House, Brooklyn, New York",It's very affordable and you can hang out there all day.,historical landmark,Australia,"https://www.google.com/maps/place/Vander+Ende%E2%80%93Onderdonk+House/@40.710917,-73.9222206,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25ea6977c6523:0x3f33328d99f8588c!8m2!3d40.7108368!4d-73.9201149",Yes_Label,natural,Yes_Link,N/A,Yes_NegControl,Bad_Quality,N/A
A30US88GBGBG0V,"Vander Ende Onderdonk House, Brooklyn, New York",It's very affordable and you can hang out there all day.,historical landmark,Australia,"https://www.google.com/maps/place/Vander+Ende%E2%80%93Onderdonk+House/@40.710917,-73.9222206,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25ea6977c6523:0x3f33328d99f8588c!8m2!3d40.7108368!4d-73.9201149",Yes_Label,historical,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A2PGH80T590KW5,"Vander Ende Onderdonk House, Brooklyn, New York",It's very affordable and you can hang out there all day.,historical landmark,Australia,"https://www.google.com/maps/place/Vander+Ende%E2%80%93Onderdonk+House/@40.710917,-73.9222206,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25ea6977c6523:0x3f33328d99f8588c!8m2!3d40.7108368!4d-73.9201149",Yes_Label,historical,No_Link,N/a,No_NegControl,Good_Quality,N/a
A1NSS58MHS3QXY,"Vander Ende Onderdonk House, Brooklyn, New York",It's very affordable and you can hang out there all day.,historical landmark,Australia,"https://www.google.com/maps/place/Vander+Ende%E2%80%93Onderdonk+House/@40.710917,-73.9222206,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25ea6977c6523:0x3f33328d99f8588c!8m2!3d40.7108368!4d-73.9201149",Yes_Label,museum,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
AG84LFU7TMBF1,"West Side Highway, New York City, New York","ABSOLUTELY GORGEOUS-The Joe DiMaggio Highway, commonly called the West Side Highway and formerly the Miller Highway, is a 5.42-mile-long mostly surface section of New York State Route 9A, running from West 72nd Street along the Hudson River to the southern tip of Manhattan in New York City.",waterfront,United Kingdom,"https://www.google.com/maps/place/West+Side+Hwy,+New+York,+NY/@40.7755364,-73.9936628,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25863e109ae75:0xdf135b006453638!8m2!3d40.7755364!4d-73.9914741",Yes_Label,waterfront,Yes_Link,The link above is correct.,No_NegControl,Good_Quality,The description above is perfect.
A1NSS58MHS3QXY,"West Side Highway, New York City, New York","ABSOLUTELY GORGEOUS-The Joe DiMaggio Highway, commonly called the West Side Highway and formerly the Miller Highway, is a 5.42-mile-long mostly surface section of New York State Route 9A, running from West 72nd Street along the Hudson River to the southern tip of Manhattan in New York City.",waterfront,United Kingdom,"https://www.google.com/maps/place/West+Side+Hwy,+New+York,+NY/@40.7755364,-73.9936628,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25863e109ae75:0xdf135b006453638!8m2!3d40.7755364!4d-73.9914741",Yes_Label,entertainment,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A2UKF0QJ70KACC,"West Side Highway, New York City, New York","ABSOLUTELY GORGEOUS-The Joe DiMaggio Highway, commonly called the West Side Highway and formerly the Miller Highway, is a 5.42-mile-long mostly surface section of New York State Route 9A, running from West 72nd Street along the Hudson River to the southern tip of Manhattan in New York City.",waterfront,United Kingdom,"https://www.google.com/maps/place/West+Side+Hwy,+New+York,+NY/@40.7755364,-73.9936628,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25863e109ae75:0xdf135b006453638!8m2!3d40.7755364!4d-73.9914741",Yes_Label,waterfront,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A30US88GBGBG0V,"West Side Highway, New York City, New York","ABSOLUTELY GORGEOUS-The Joe DiMaggio Highway, commonly called the West Side Highway and formerly the Miller Highway, is a 5.42-mile-long mostly surface section of New York State Route 9A, running from West 72nd Street along the Hudson River to the southern tip of Manhattan in New York City.",waterfront,United Kingdom,"https://www.google.com/maps/place/West+Side+Hwy,+New+York,+NY/@40.7755364,-73.9936628,17z/data=!3m1!4b1!4m5!3m4!1s0x89c25863e109ae75:0xdf135b006453638!8m2!3d40.7755364!4d-73.9914741",No_Label,other,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A1JPCC3YC36VE7,"brooklyn, il, New York",Hidden Gems We Proudly Display on Our Shelves ... of a novel that I happily push on anyone who is looking for book recommendations.,food place,Japan,https//www.google.com/maps/places/whispering+gallery+in+grand+central+termina@40,No_Label,other,No_Link,https://www.city-data.com/city/Brooklyn-Illinois.html,No_NegControl,Good_Quality,N/A
ATIVK9XUANIUE,"brooklyn, il, New York",Hidden Gems We Proudly Display on Our Shelves ... of a novel that I happily push on anyone who is looking for book recommendations.,food place,Japan,https//www.google.com/maps/places/whispering+gallery+in+grand+central+termina@40,No_Label,other,No_Link,N/A,No_NegControl,Good_Quality,N/A
A3EBE86WL0FNB9,"brooklyn, il, New York",Hidden Gems We Proudly Display on Our Shelves ... of a novel that I happily push on anyone who is looking for book recommendations.,food place,Japan,https//www.google.com/maps/places/whispering+gallery+in+grand+central+termina@40,No_Label,other,No_Link,There is no correct link.,No_NegControl,Bad_Quality,NA
A1M58O7MHNS4F1,"East River Ferry, New York City, New York",Great way to see the city. A beautiful view from the ferry.,waterfront,Mexico,https://www.ferry.nyc/routes-and-schedules/landing/east-90th-street/,Yes_Label,waterfront,Yes_Link,https://www.ferry.nyc/routes-and-schedules/landing/east-90th-street/,No_NegControl,Good_Quality,Great waterfront area with a nice and beautiful blue water which most tourists never find out about it.
A3J5K2E5RS1P2P,"East River Ferry, New York City, New York",Great way to see the city. A beautiful view from the ferry.,waterfront,Mexico,https://www.ferry.nyc/routes-and-schedules/landing/east-90th-street/,No_Label,historical,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A30US88GBGBG0V,"East River Ferry, New York City, New York",Great way to see the city. A beautiful view from the ferry.,waterfront,Mexico,https://www.ferry.nyc/routes-and-schedules/landing/east-90th-street/,Yes_Label,waterfront,No_Link,N/A,No_NegControl,Good_Quality,Good quality
AJEKLYK5NBDIC,"East River Ferry, New York City, New York",Great way to see the city. A beautiful view from the ferry.,waterfront,Mexico,https://www.ferry.nyc/routes-and-schedules/landing/east-90th-street/,Yes_Label,natural,Yes_Link,the  link leads to the Google Maps location,Yes_NegControl,Good_Quality,Good Quality
A3J5K2E5RS1P2P,"Museum of Math, New York City, New York",One of the corners of Madison Square Park.,museum,Brazil,"https://www.google.com/maps/place/National+Museum+of+Mathematics/@40.7434842,-73.9872222,15z/data=!4m2!3m1!1s0x0:0x8798ba3704f2bc28?sa=X&ved=2ahUKEwjlptvcpLjwAhXFRxUIHcTXB94Q_BIwHnoECCsQBQ",Yes_Label,food,Yes_Link,N/A,Yes_NegControl,Bad_Quality,N/A
A1VFPPJT8R84LO,"Museum of Math, New York City, New York",One of the corners of Madison Square Park.,museum,Brazil,"https://www.google.com/maps/place/National+Museum+of+Mathematics/@40.7434842,-73.9872222,15z/data=!4m2!3m1!1s0x0:0x8798ba3704f2bc28?sa=X&ved=2ahUKEwjlptvcpLjwAhXFRxUIHcTXB94Q_BIwHnoECCsQBQ",Yes_Label,historical,No_Link,N/A,Yes_NegControl,Average_Quality,N/A
A1V89SCDXE6XQC,"Museum of Math, New York City, New York",One of the corners of Madison Square Park.,museum,Brazil,"https://www.google.com/maps/place/National+Museum+of+Mathematics/@40.7434842,-73.9872222,15z/data=!4m2!3m1!1s0x0:0x8798ba3704f2bc28?sa=X&ved=2ahUKEwjlptvcpLjwAhXFRxUIHcTXB94Q_BIwHnoECCsQBQ",Yes_Label,museum,Yes_Link,N/A,No_NegControl,Bad_Quality,"Math museum for 4th through 8th grade kids, great exhibits!"
A21F3JVYYDOQ7W,"Museum of Math, New York City, New York",One of the corners of Madison Square Park.,museum,Brazil,"https://www.google.com/maps/place/National+Museum+of+Mathematics/@40.7434842,-73.9872222,15z/data=!4m2!3m1!1s0x0:0x8798ba3704f2bc28?sa=X&ved=2ahUKEwjlptvcpLjwAhXFRxUIHcTXB94Q_BIwHnoECCsQBQ",Yes_Label,museum,Yes_Link,NA,No_NegControl,Good_Quality,N/A
A3J5K2E5RS1P2P,"New York Firefighters Museum, New York City, New York",Gives a history of New York's firefighters and 9/11 heroes.,museum,Singapore,"https://www.google.com/maps/place/New+York+City+Fire+Museum/@40.7255556,-74.0069444,15z/data=!4m2!3m1!1s0x0:0xd1c2639441a1b304?sa=X&ved=2ahUKEwjp8o7UpLjwAhV4aRUIHXgSB3sQ_BIwH3oECDAQBQ",Yes_Label,natural,No_Link,N/A,No_NegControl,Good_Quality,N/A
A1NSS58MHS3QXY,"New York Firefighters Museum, New York City, New York",Gives a history of New York's firefighters and 9/11 heroes.,museum,Singapore,"https://www.google.com/maps/place/New+York+City+Fire+Museum/@40.7255556,-74.0069444,15z/data=!4m2!3m1!1s0x0:0xd1c2639441a1b304?sa=X&ved=2ahUKEwjp8o7UpLjwAhV4aRUIHXgSB3sQ_BIwH3oECDAQBQ",Yes_Label,waterfront,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A10GQMWX97XL8B,"New York Firefighters Museum, New York City, New York",Gives a history of New York's firefighters and 9/11 heroes.,museum,Singapore,"https://www.google.com/maps/place/New+York+City+Fire+Museum/@40.7255556,-74.0069444,15z/data=!4m2!3m1!1s0x0:0xd1c2639441a1b304?sa=X&ved=2ahUKEwjp8o7UpLjwAhV4aRUIHXgSB3sQ_BIwH3oECDAQBQ",Yes_Label,waterfront,Yes_Link,"https://www.google.com/maps/place/New+York+City+Fire+Museum/@40.728072,-74.0145136,18z/data=!4m5!3m4!1s0x0:0xd1c2639441a1b304!8m2!3d40.7255556!4d-74.0069444",No_NegControl,Good_Quality,n/a
A1V89SCDXE6XQC,"New York Firefighters Museum, New York City, New York",Gives a history of New York's firefighters and 9/11 heroes.,museum,Singapore,"https://www.google.com/maps/place/New+York+City+Fire+Museum/@40.7255556,-74.0069444,15z/data=!4m2!3m1!1s0x0:0xd1c2639441a1b304?sa=X&ved=2ahUKEwjp8o7UpLjwAhV4aRUIHXgSB3sQ_BIwH3oECDAQBQ",Yes_Label,museum,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A1VFPPJT8R84LO,"New York Firefighters Museum, New York City, New York",Gives a history of New York's firefighters and 9/11 heroes.,museum,Singapore,"https://www.google.com/maps/place/New+York+City+Fire+Museum/@40.7255556,-74.0069444,15z/data=!4m2!3m1!1s0x0:0xd1c2639441a1b304?sa=X&ved=2ahUKEwjp8o7UpLjwAhV4aRUIHXgSB3sQ_BIwH3oECDAQBQ",Yes_Label,natural,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
